ID,Sex,Height,Weight,feet,inches,height,weight,bmi
M36029,Male,5 ft. 07 in.,189 lbs.,5,7,67,189,29.60
M36033,Male,6 ft. 00 in.,205 lbs.,6,0,72,205,27.80
M36036,Male,6 ft. 01 in.,250 lbs.,6,1,73,250,32.98
M36037,Male,5 ft. 02 in.,200 lbs.,5,2,62,200,36.58
M36040,Male,5 ft. 02 in.,160 lbs.,5,2,62,160,29.26
M36041,Male,5 ft. 10 in.,164 lbs.,5,10,70,164,23.53
M36052,Male,5 ft. 07 in.,235 lbs.,5,7,67,235,36.80
M36054,Male,5 ft. 08 in.,190 lbs.,5,8,68,190,28.89
M36055,Male,6 ft. 00 in.,215 lbs.,6,0,72,215,29.16
M36058,Male,5 ft. 07 in.,155 lbs.,5,7,67,155,24.27
M36059,Male,5 ft. 11 in.,167 lbs.,5,11,71,167,23.29
M36060,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
M36063,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M36069,Male,5 ft. 08 in.,195 lbs.,5,8,68,195,29.65
M36074,Male,5 ft. 11 in.,250 lbs.,5,11,71,250,34.86
M36075,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
M36076,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M36079,Male,5 ft. 11 in.,166 lbs.,5,11,71,166,23.15
M36082,Male,5 ft. 03 in.,210 lbs.,5,3,63,210,37.20
M36083,Male,5 ft. 03 in.,140 lbs.,5,3,63,140,24.80
M36085,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
M36090,Male,5 ft. 11 in.,195 lbs.,5,11,71,195,27.19
M36094,Male,5 ft. 05 in.,135 lbs.,5,5,65,135,22.46
M36095,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M36099,Male,5 ft. 08 in.,151 lbs.,5,8,68,151,22.96
M36102,Male,6 ft. 01 in.,179 lbs.,6,1,73,179,23.61
M36111,Male,5 ft. 04 in.,157 lbs.,5,4,64,157,26.95
M36119,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M36122,Male,5 ft. 06 in.,165 lbs.,5,6,66,165,26.63
M36124,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
M36125,Male,5 ft. 10 in.,142 lbs.,5,10,70,142,20.37
M36129,Male,6 ft. 01 in.,250 lbs.,6,1,73,250,32.98
M36130,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M36131,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
M36132,Male,5 ft. 05 in.,153 lbs.,5,5,65,153,25.46
M36135,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M36139,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
M36140,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M36142,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M36143,Male,5 ft. 11 in.,187 lbs.,5,11,71,187,26.08
M36155,Male,6 ft. 01 in.,225 lbs.,6,1,73,225,29.68
M36158,Male,5 ft. 07 in.,145 lbs.,5,7,67,145,22.71
M36159,Male,6 ft. 03 in.,205 lbs.,6,3,75,205,25.62
M36167,Male,6 ft. 02 in.,175 lbs.,6,2,74,175,22.47
M36169,Male,5 ft. 10 in.,183 lbs.,5,10,70,183,26.25
M36171,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M36172,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M36173,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
M36175,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
M36176,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M36179,Male,5 ft. 06 in.,186 lbs.,5,6,66,186,30.02
M36181,Male,6 ft. 04 in.,195 lbs.,6,4,76,195,23.73
M36182,Male,5 ft. 07 in.,146 lbs.,5,7,67,146,22.86
M36187,Male,6 ft. 01 in.,239 lbs.,6,1,73,239,31.53
M36193,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
M36196,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M36198,Male,5 ft. 11 in.,153 lbs.,5,11,71,153,21.34
M36201,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M36203,Male,5 ft. 11 in.,120 lbs.,5,11,71,120,16.73
M36213,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
M36215,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M36220,Male,5 ft. 10 in.,184 lbs.,5,10,70,184,26.40
M36232,Male,5 ft. 10 in.,188 lbs.,5,10,70,188,26.97
M36233,Male,6 ft. 01 in.,206 lbs.,6,1,73,206,27.18
M36234,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M36240,Male,5 ft. 09 in.,213 lbs.,5,9,69,213,31.45
M36242,Male,5 ft. 07 in.,175 lbs.,5,7,67,175,27.41
M36244,Male,5 ft. 10 in.,177 lbs.,5,10,70,177,25.39
M36248,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
M36250,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M36254,Male,6 ft. 02 in.,311 lbs.,6,2,74,311,39.93
M36257,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
M36258,Male,5 ft. 06 in.,155 lbs.,5,6,66,155,25.01
M36259,Male,6 ft. 01 in.,175 lbs.,6,1,73,175,23.09
M36260,Male,6 ft. 05 in.,214 lbs.,6,5,77,214,25.37
M36266,Male,6 ft. 01 in.,240 lbs.,6,1,73,240,31.66
M36269,Male,5 ft. 10 in.,215 lbs.,5,10,70,215,30.85
M36281,Male,6 ft. 00 in.,162 lbs.,6,0,72,162,21.97
M36283,Male,6 ft. 00 in.,199 lbs.,6,0,72,199,26.99
M36284,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
M36286,Male,6 ft. 00 in.,155 lbs.,6,0,72,155,21.02
M36288,Male,5 ft. 07 in.,168 lbs.,5,7,67,168,26.31
M36297,Male,6 ft. 01 in.,145 lbs.,6,1,73,145,19.13
M36298,Male,5 ft. 06 in.,192 lbs.,5,6,66,192,30.99
M36300,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M36320,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
M36328,Male,6 ft. 01 in.,187 lbs.,6,1,73,187,24.67
M36334,Male,5 ft. 11 in.,215 lbs.,5,11,71,215,29.98
M36341,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
M36343,Male,6 ft. 01 in.,175 lbs.,6,1,73,175,23.09
M36349,Male,5 ft. 09 in.,164 lbs.,5,9,69,164,24.22
M36352,Male,5 ft. 08 in.,159 lbs.,5,8,68,159,24.17
M36354,Male,6 ft. 02 in.,180 lbs.,6,2,74,180,23.11
M36356,Male,5 ft. 11 in.,147 lbs.,5,11,71,147,20.50
M36357,Male,5 ft. 09 in.,130 lbs.,5,9,69,130,19.20
M36359,Male,5 ft. 08 in.,159 lbs.,5,8,68,159,24.17
M36362,Male,5 ft. 07 in.,140 lbs.,5,7,67,140,21.92
M36366,Male,6 ft. 03 in.,270 lbs.,6,3,75,270,33.74
M36369,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M36371,Male,5 ft. 11 in.,210 lbs.,5,11,71,210,29.29
M36372,Male,5 ft. 11 in.,205 lbs.,5,11,71,205,28.59
M36380,Male,5 ft. 06 in.,260 lbs.,5,6,66,260,41.96
M36381,Male,5 ft. 10 in.,168 lbs.,5,10,70,168,24.10
M36382,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M36388,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M36389,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M36392,Male,6 ft. 02 in.,206 lbs.,6,2,74,206,26.45
M36398,Male,5 ft. 07 in.,196 lbs.,5,7,67,196,30.69
M36403,Male,5 ft. 10 in.,157 lbs.,5,10,70,157,22.52
M36404,Male,6 ft. 06 in.,254 lbs.,6,6,78,254,29.35
M36407,Male,5 ft. 09 in.,164 lbs.,5,9,69,164,24.22
M36409,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
M36410,Male,6 ft. 01 in.,240 lbs.,6,1,73,240,31.66
M36411,Male,5 ft. 07 in.,246 lbs.,5,7,67,246,38.52
M36412,Male,6 ft. 02 in.,205 lbs.,6,2,74,205,26.32
M36423,Male,6 ft. 00 in.,225 lbs.,6,0,72,225,30.51
M36430,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
M36435,Male,5 ft. 07 in.,145 lbs.,5,7,67,145,22.71
M36436,Male,5 ft. 11 in.,260 lbs.,5,11,71,260,36.26
M36437,Male,5 ft. 05 in.,148 lbs.,5,5,65,148,24.63
M36445,Male,6 ft. 03 in.,230 lbs.,6,3,75,230,28.74
M36446,Male,6 ft. 00 in.,188 lbs.,6,0,72,188,25.49
M36450,Male,5 ft. 09 in.,150 lbs.,5,9,69,150,22.15
M36460,Male,5 ft. 05 in.,190 lbs.,5,5,65,190,31.61
M36468,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
M36473,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
M36474,Male,6 ft. 02 in.,150 lbs.,6,2,74,150,19.26
M36475,Male,5 ft. 09 in.,150 lbs.,5,9,69,150,22.15
M36476,Male,5 ft. 10 in.,147 lbs.,5,10,70,147,21.09
M36481,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
M36484,Male,6 ft. 02 in.,210 lbs.,6,2,74,210,26.96
M36486,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
M36495,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
M36496,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M36499,Male,5 ft. 07 in.,148 lbs.,5,7,67,148,23.18
M36504,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
M36513,Male,5 ft. 11 in.,240 lbs.,5,11,71,240,33.47
M36522,Male,5 ft. 08 in.,146 lbs.,5,8,68,146,22.20
M36523,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
M36524,Male,5 ft. 10 in.,140 lbs.,5,10,70,140,20.09
M36526,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M36527,Male,5 ft. 11 in.,219 lbs.,5,11,71,219,30.54
M36531,Male,5 ft. 02 in.,199 lbs.,5,2,62,199,36.39
M36532,Male,6 ft. 00 in.,195 lbs.,6,0,72,195,26.44
M36534,Male,6 ft. 03 in.,220 lbs.,6,3,75,220,27.50
M36542,Male,6 ft. 00 in.,179 lbs.,6,0,72,179,24.27
M36543,Male,5 ft. 02 in.,120 lbs.,5,2,62,120,21.95
M36545,Male,5 ft. 07 in.,140 lbs.,5,7,67,140,21.92
M36547,Male,6 ft. 00 in.,164 lbs.,6,0,72,164,22.24
M36550,Male,5 ft. 05 in.,181 lbs.,5,5,65,181,30.12
M36554,Male,5 ft. 07 in.,180 lbs.,5,7,67,180,28.19
M36559,Male,5 ft. 11 in.,240 lbs.,5,11,71,240,33.47
M36561,Male,6 ft. 00 in.,160 lbs.,6,0,72,160,21.70
M36571,Male,5 ft. 08 in.,171 lbs.,5,8,68,171,26.00
M36575,Male,5 ft. 07 in.,198 lbs.,5,7,67,198,31.01
M36577,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
M36580,Male,5 ft. 09 in.,173 lbs.,5,9,69,173,25.54
M36585,Male,5 ft. 08 in.,148 lbs.,5,8,68,148,22.50
M36586,Male,5 ft. 11 in.,179 lbs.,5,11,71,179,24.96
M36597,Male,5 ft. 10 in.,192 lbs.,5,10,70,192,27.55
M36598,Male,5 ft. 08 in.,206 lbs.,5,8,68,206,31.32
M36601,Male,5 ft. 07 in.,195 lbs.,5,7,67,195,30.54
M36602,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
M36605,Male,5 ft. 08 in.,198 lbs.,5,8,68,198,30.10
M36606,Male,5 ft. 05 in.,188 lbs.,5,5,65,188,31.28
M36607,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
M36616,Male,5 ft. 08 in.,165 lbs.,5,8,68,165,25.09
M36618,Male,6 ft. 00 in.,181 lbs.,6,0,72,181,24.55
M36622,Male,6 ft. 00 in.,175 lbs.,6,0,72,175,23.73
M36625,Male,6 ft. 01 in.,155 lbs.,6,1,73,155,20.45
M36626,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
M36629,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M36631,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
M36639,Male,5 ft. 08 in.,209 lbs.,5,8,68,209,31.77
M36645,Male,6 ft. 00 in.,150 lbs.,6,0,72,150,20.34
M36647,Male,6 ft. 03 in.,195 lbs.,6,3,75,195,24.37
M36648,Male,5 ft. 07 in.,155 lbs.,5,7,67,155,24.27
M36654,Male,6 ft. 00 in.,155 lbs.,6,0,72,155,21.02
M36656,Male,5 ft. 11 in.,192 lbs.,5,11,71,192,26.78
M36659,Male,5 ft. 07 in.,185 lbs.,5,7,67,185,28.97
M36661,Male,5 ft. 11 in.,230 lbs.,5,11,71,230,32.07
M36662,Male,6 ft. 01 in.,189 lbs.,6,1,73,189,24.93
M36665,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M36671,Male,5 ft. 06 in.,175 lbs.,5,6,66,175,28.24
M36675,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M36678,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
M36680,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
M36684,Male,5 ft. 09 in.,145 lbs.,5,9,69,145,21.41
M36685,Male,5 ft. 06 in.,188 lbs.,5,6,66,188,30.34
M36696,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
M36699,Male,5 ft. 11 in.,172 lbs.,5,11,71,172,23.99
M36700,Male,5 ft. 11 in.,195 lbs.,5,11,71,195,27.19
M36718,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M36719,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M36722,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
M36723,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
M36725,Male,6 ft. 00 in.,195 lbs.,6,0,72,195,26.44
M36727,Male,5 ft. 08 in.,190 lbs.,5,8,68,190,28.89
M36731,Male,5 ft. 07 in.,152 lbs.,5,7,67,152,23.80
M36734,Male,5 ft. 07 in.,235 lbs.,5,7,67,235,36.80
M36735,Male,5 ft. 09 in.,235 lbs.,5,9,69,235,34.70
M36739,Male,5 ft. 06 in.,145 lbs.,5,6,66,145,23.40
M36741,Male,6 ft. 03 in.,200 lbs.,6,3,75,200,25.00
M36748,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M36750,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
M36753,Male,6 ft. 05 in.,230 lbs.,6,5,77,230,27.27
M36767,Male,5 ft. 03 in.,127 lbs.,5,3,63,127,22.49
M36769,Male,5 ft. 06 in.,176 lbs.,5,6,66,176,28.40
M36772,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
M36773,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
M36774,Male,5 ft. 07 in.,190 lbs.,5,7,67,190,29.75
M36776,Male,5 ft. 08 in.,140 lbs.,5,8,68,140,21.28
M36779,Male,6 ft. 01 in.,149 lbs.,6,1,73,149,19.66
M36780,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M36784,Male,5 ft. 09 in.,183 lbs.,5,9,69,183,27.02
M36786,Male,5 ft. 08 in.,182 lbs.,5,8,68,182,27.67
M36791,Male,5 ft. 11 in.,278 lbs.,5,11,71,278,38.77
M36792,Male,6 ft. 00 in.,201 lbs.,6,0,72,201,27.26
M36795,Male,5 ft. 10 in.,198 lbs.,5,10,70,198,28.41
M36798,Male,5 ft. 08 in.,162 lbs.,5,8,68,162,24.63
M36799,Male,5 ft. 03 in.,184 lbs.,5,3,63,184,32.59
M36804,Male,6 ft. 00 in.,260 lbs.,6,0,72,260,35.26
M36806,Male,5 ft. 07 in.,173 lbs.,5,7,67,173,27.09
M36813,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M36815,Male,6 ft. 05 in.,230 lbs.,6,5,77,230,27.27
M36817,Male,6 ft. 03 in.,245 lbs.,6,3,75,245,30.62
M36821,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
M36823,Male,6 ft. 00 in.,211 lbs.,6,0,72,211,28.61
M36824,Male,5 ft. 07 in.,218 lbs.,5,7,67,218,34.14
M36825,Male,6 ft. 01 in.,175 lbs.,6,1,73,175,23.09
M36828,Male,6 ft. 02 in.,180 lbs.,6,2,74,180,23.11
M36829,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
M36831,Male,6 ft. 01 in.,195 lbs.,6,1,73,195,25.72
M36832,Male,5 ft. 09 in.,240 lbs.,5,9,69,240,35.44
M36833,Male,5 ft. 09 in.,130 lbs.,5,9,69,130,19.20
M36835,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
M36836,Male,6 ft. 00 in.,165 lbs.,6,0,72,165,22.38
M36838,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
M36841,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
M36847,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
M36851,Male,5 ft. 09 in.,225 lbs.,5,9,69,225,33.22
M36854,Male,5 ft. 09 in.,177 lbs.,5,9,69,177,26.14
M36855,Male,5 ft. 05 in.,165 lbs.,5,5,65,165,27.45
M36862,Male,5 ft. 11 in.,208 lbs.,5,11,71,208,29.01
M36866,Male,5 ft. 09 in.,205 lbs.,5,9,69,205,30.27
M36872,Male,6 ft. 00 in.,160 lbs.,6,0,72,160,21.70
M36873,Male,5 ft. 09 in.,172 lbs.,5,9,69,172,25.40
M36874,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M36878,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M36880,Male,6 ft. 01 in.,195 lbs.,6,1,73,195,25.72
M36881,Male,5 ft. 06 in.,178 lbs.,5,6,66,178,28.73
M36888,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
M36891,Male,5 ft. 07 in.,246 lbs.,5,7,67,246,38.52
M36893,Male,6 ft. 03 in.,190 lbs.,6,3,75,190,23.75
M36900,Male,5 ft. 07 in.,217 lbs.,5,7,67,217,33.98
M36902,Male,6 ft. 01 in.,172 lbs.,6,1,73,172,22.69
M36904,Male,6 ft. 00 in.,225 lbs.,6,0,72,225,30.51
M36907,Male,6 ft. 01 in.,165 lbs.,6,1,73,165,21.77
M36915,Male,5 ft. 00 in.,165 lbs.,5,0,60,165,32.22
M36916,Male,5 ft. 11 in.,195 lbs.,5,11,71,195,27.19
M36921,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M36923,Male,5 ft. 05 in.,184 lbs.,5,5,65,184,30.62
M36925,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
M36928,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
M36931,Male,5 ft. 08 in.,152 lbs.,5,8,68,152,23.11
M36934,Male,6 ft. 00 in.,230 lbs.,6,0,72,230,31.19
M36938,Male,6 ft. 01 in.,161 lbs.,6,1,73,161,21.24
M36939,Male,5 ft. 07 in.,142 lbs.,5,7,67,142,22.24
M36941,Male,6 ft. 00 in.,161 lbs.,6,0,72,161,21.83
M36943,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
M36945,Male,6 ft. 06 in.,235 lbs.,6,6,78,235,27.15
M36946,Male,6 ft. 00 in.,243 lbs.,6,0,72,243,32.95
M36949,Male,5 ft. 07 in.,197 lbs.,5,7,67,197,30.85
M36950,Male,5 ft. 05 in.,155 lbs.,5,5,65,155,25.79
M36957,Male,5 ft. 10 in.,225 lbs.,5,10,70,225,32.28
M36960,Male,5 ft. 09 in.,187 lbs.,5,9,69,187,27.61
M36970,Male,5 ft. 08 in.,230 lbs.,5,8,68,230,34.97
M36972,Male,5 ft. 11 in.,145 lbs.,5,11,71,145,20.22
M36973,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
M36976,Male,5 ft. 06 in.,230 lbs.,5,6,66,230,37.12
M36978,Male,5 ft. 07 in.,180 lbs.,5,7,67,180,28.19
M36980,Male,5 ft. 11 in.,185 lbs.,5,11,71,185,25.80
M36981,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
M36986,Male,6 ft. 00 in.,169 lbs.,6,0,72,169,22.92
M36994,Male,5 ft. 06 in.,175 lbs.,5,6,66,175,28.24
M36997,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
M37000,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
M37001,Male,6 ft. 01 in.,175 lbs.,6,1,73,175,23.09
M37002,Male,5 ft. 10 in.,213 lbs.,5,10,70,213,30.56
M37007,Male,5 ft. 10 in.,236 lbs.,5,10,70,236,33.86
M37009,Male,6 ft. 03 in.,178 lbs.,6,3,75,178,22.25
M37012,Male,6 ft. 04 in.,169 lbs.,6,4,76,169,20.57
M37020,Male,5 ft. 08 in.,185 lbs.,5,8,68,185,28.13
M37026,Male,5 ft. 08 in.,165 lbs.,5,8,68,165,25.09
M37035,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M37039,Male,5 ft. 09 in.,245 lbs.,5,9,69,245,36.18
M37044,Male,6 ft. 09 in.,160 lbs.,6,9,81,160,17.14
M37045,Male,6 ft. 02 in.,205 lbs.,6,2,74,205,26.32
M37047,Male,6 ft. 03 in.,194 lbs.,6,3,75,194,24.25
M37052,Male,5 ft. 09 in.,199 lbs.,5,9,69,199,29.38
M37054,Male,5 ft. 05 in.,141 lbs.,5,5,65,141,23.46
M37055,Male,6 ft. 01 in.,160 lbs.,6,1,73,160,21.11
M37057,Male,5 ft. 09 in.,172 lbs.,5,9,69,172,25.40
M37058,Male,5 ft. 06 in.,145 lbs.,5,6,66,145,23.40
M37061,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
M37062,Male,5 ft. 09 in.,250 lbs.,5,9,69,250,36.91
M37064,Male,5 ft. 11 in.,125 lbs.,5,11,71,125,17.43
M37065,Male,5 ft. 05 in.,160 lbs.,5,5,65,160,26.62
M37070,Male,5 ft. 09 in.,162 lbs.,5,9,69,162,23.92
M37071,Male,5 ft. 09 in.,159 lbs.,5,9,69,159,23.48
M37084,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M37086,Male,5 ft. 09 in.,220 lbs.,5,9,69,220,32.48
M37092,Male,5 ft. 03 in.,130 lbs.,5,3,63,130,23.03
M37098,Male,5 ft. 06 in.,170 lbs.,5,6,66,170,27.44
M37100,Male,5 ft. 05 in.,200 lbs.,5,5,65,200,33.28
M37105,Male,5 ft. 07 in.,188 lbs.,5,7,67,188,29.44
M37106,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
M37108,Male,5 ft. 03 in.,130 lbs.,5,3,63,130,23.03
M37110,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
M37116,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
M37117,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M37123,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
M37124,Male,5 ft. 07 in.,208 lbs.,5,7,67,208,32.57
M37131,Male,5 ft. 11 in.,245 lbs.,5,11,71,245,34.17
M37135,Male,5 ft. 11 in.,193 lbs.,5,11,71,193,26.92
M37138,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
M37140,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
M37149,Male,6 ft. 03 in.,179 lbs.,6,3,75,179,22.37
M37153,Male,6 ft. 01 in.,185 lbs.,6,1,73,185,24.41
M37154,Male,5 ft. 07 in.,110 lbs.,5,7,67,110,17.23
M37156,Male,5 ft. 06 in.,158 lbs.,5,6,66,158,25.50
M37165,Male,5 ft. 07 in.,163 lbs.,5,7,67,163,25.53
M37169,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
M37170,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
M37174,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M37177,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M37179,Male,5 ft. 07 in.,245 lbs.,5,7,67,245,38.37
M37180,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M37182,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M37183,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M37187,Male,5 ft. 09 in.,172 lbs.,5,9,69,172,25.40
M37189,Male,5 ft. 09 in.,172 lbs.,5,9,69,172,25.40
M37193,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M37194,Male,5 ft. 07 in.,168 lbs.,5,7,67,168,26.31
M37195,Male,5 ft. 05 in.,160 lbs.,5,5,65,160,26.62
M37202,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
M37205,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M37207,Male,5 ft. 05 in.,165 lbs.,5,5,65,165,27.45
M37208,Male,5 ft. 06 in.,149 lbs.,5,6,66,149,24.05
M37210,Male,5 ft. 11 in.,197 lbs.,5,11,71,197,27.47
M37216,Male,5 ft. 08 in.,185 lbs.,5,8,68,185,28.13
M37219,Male,5 ft. 08 in.,169 lbs.,5,8,68,169,25.69
M37224,Male,6 ft. 02 in.,165 lbs.,6,2,74,165,21.18
M37230,Male,5 ft. 04 in.,155 lbs.,5,4,64,155,26.60
M37233,Male,5 ft. 10 in.,130 lbs.,5,10,70,130,18.65
M37243,Male,6 ft. 02 in.,225 lbs.,6,2,74,225,28.89
M37244,Male,5 ft. 10 in.,195 lbs.,5,10,70,195,27.98
M37248,Male,6 ft. 00 in.,217 lbs.,6,0,72,217,29.43
M37249,Male,5 ft. 06 in.,229 lbs.,5,6,66,229,36.96
M37254,Male,5 ft. 11 in.,170 lbs.,5,11,71,170,23.71
M37264,Male,6 ft. 02 in.,250 lbs.,6,2,74,250,32.09
M37271,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M37272,Male,6 ft. 02 in.,210 lbs.,6,2,74,210,26.96
M37283,Male,6 ft. 02 in.,200 lbs.,6,2,74,200,25.68
M37284,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M37285,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
M37289,Male,5 ft. 11 in.,225 lbs.,5,11,71,225,31.38
M37294,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M37297,Male,6 ft. 01 in.,182 lbs.,6,1,73,182,24.01
M37298,Male,5 ft. 07 in.,154 lbs.,5,7,67,154,24.12
M37300,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M37307,Male,5 ft. 10 in.,240 lbs.,5,10,70,240,34.43
M37310,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
M37313,Male,6 ft. 00 in.,209 lbs.,6,0,72,209,28.34
M37315,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M37328,Male,6 ft. 02 in.,210 lbs.,6,2,74,210,26.96
M37332,Male,5 ft. 10 in.,240 lbs.,5,10,70,240,34.43
